Wojciech Szczesny,G,38,0,0,0
Johan Djourou,D,14,4,0,1
Kieran Gibbs,D,15,1,1,0
Carl Jenkinson,D,5,4,0,1
Laurent Koscielny,D,33,0,2,1
Per Mertesacker,D,21,0,0,0
Ignasi Miquel,D,1,3,0,0
Bacary Sagna,D,20,1,1,2
Andr Santos,D,10,5,2,0
Sebastien Squillaci,D,0,1,0,0
Thomas Vermaelen,D,28,1,6,1
Abou Diaby,M,0,4,0,0
Mikel Arteta,M,30,1,7,2
Francis Coquelin,M,6,4,0,1
Alex Oxlade-Chamberlain,M,6,10,2,1
Aaron Ramsey,M,27,7,2,4
Tomas Rosicky,M,19,9,1,4
Alex Song,M,34,0,1,11
Theo Walcott,M,32,3,8,8
Marouane Chamakh,F,1,10,1,0
Park Chu-Young,F,0,1,0,0
Gervinho,F,19,9,4,6
Robin van Persie,F,37,1,30,9
